Date;Open;High;Low;Close;Adj Close;Volume
31.07.2023;0.302740;0.304587;0.294203;0.297419;0.297419;11940914
01.08.2023;0.297417;0.300223;0.290289;0.298656;0.298656;13879413
02.08.2023;0.298691;0.299132;0.289468;0.290858;0.290858;11588314
03.08.2023;0.290868;0.292201;0.288237;0.289055;0.289055;10579483
04.08.2023;0.289045;0.291323;0.284807;0.287643;0.287643;11651579
05.08.2023;0.287680;0.289171;0.282952;0.288094;0.288094;10909200
06.08.2023;0.288110;0.291639;0.285983;0.287312;0.287312;14073195
07.08.2023;0.287296;0.292356;0.280102;0.286745;0.286745;14476183
08.08.2023;0.286744;0.292059;0.285007;0.291081;0.291081;12614361
09.08.2023;0.291094;0.291705;0.286350;0.288214;0.288214;13241607
10.08.2023;0.288176;0.292097;0.287769;0.289758;0.289758;10985307
11.08.2023;0.289766;0.291176;0.285387;0.287793;0.287793;15025812
12.08.2023;0.287792;0.291778;0.287093;0.290284;0.290284;12768595
13.08.2023;0.290299;0.296459;0.289312;0.291725;0.291725;13420305
14.08.2023;0.291725;0.295169;0.287226;0.290135;0.290135;13568144
15.08.2023;0.290097;0.290701;0.271830;0.275728;0.275728;19711456
16.08.2023;0.275737;0.278294;0.257763;0.262050;0.262050;21355557
17.08.2023;0.262110;0.264524;0.223116;0.237513;0.237513;24843437
18.08.2023;0.237539;0.244924;0.237210;0.242215;0.242215;20362165
19.08.2023;0.242221;0.246568;0.241057;0.244672;0.244672;9608722
20.08.2023;0.244683;0.246991;0.243216;0.244411;0.244411;8796892
21.08.2023;0.244408;0.245239;0.236344;0.240041;0.240041;11952405
22.08.2023;0.240052;0.243334;0.230940;0.240812;0.240812;13270639
23.08.2023;0.240814;0.247160;0.238914;0.244744;0.244744;10273042
24.08.2023;0.244754;0.246630;0.239075;0.241685;0.241685;10989685
25.08.2023;0.241739;0.241939;0.237153;0.239880;0.239880;9047904
26.08.2023;0.239885;0.245296;0.239699;0.241955;0.241955;7185290
27.08.2023;0.241981;0.242680;0.240397;0.241875;0.241875;5869573
28.08.2023;0.241907;0.244639;0.237775;0.241206;0.241206;9824993
29.08.2023;0.241221;0.253892;0.235660;0.251828;0.251828;13643127
30.08.2023;0.251920;0.252427;0.244977;0.245063;0.245063;8545588
31.08.2023;0.245041;0.246861;0.233863;0.234391;0.234391;9751826
01.09.2023;0.234384;0.234844;0.226622;0.228118;0.228118;8943620
02.09.2023;0.228100;0.231810;0.226354;0.231302;0.231302;6406295
03.09.2023;0.231317;0.233594;0.228825;0.231557;0.231557;6423123
04.09.2023;0.231592;0.236952;0.228359;0.230945;0.230945;8949307
05.09.2023;0.230997;0.234271;0.228337;0.233365;0.233365;6764090
06.09.2023;0.233367;0.275116;0.232789;0.268522;0.268522;157668723
07.09.2023;0.268543;0.280329;0.256410;0.258834;0.258834;52180783
08.09.2023;0.258844;0.263362;0.247479;0.253535;0.253535;26340890
09.09.2023;0.253566;0.254721;0.248446;0.249995;0.249995;13912468
10.09.2023;0.250043;0.250080;0.234198;0.237085;0.237085;13557647
11.09.2023;0.237084;0.258972;0.234707;0.240243;0.240243;60965958
12.09.2023;0.240264;0.243703;0.226362;0.226459;0.226459;39021642
13.09.2023;0.226455;0.226503;0.217154;0.223679;0.223679;31180279
14.09.2023;0.223692;0.226482;0.220322;0.224244;0.224244;15467643
15.09.2023;0.224252;0.232175;0.222385;0.231862;0.231862;15413044
16.09.2023;0.231860;0.236250;0.229437;0.233029;0.233029;11497400
17.09.2023;0.232851;0.232851;0.226832;0.229139;0.229139;8710114
