Date;Open;High;Low;Close;Adj Close;Volume
31.07.2023;8.250000;9.340000;8.200000;9.280000;9.280000;8106300
01.08.2023;9.140000;9.290000;8.640000;8.750000;8.750000;4125500
02.08.2023;8.620000;8.740000;7.860000;8.400000;8.400000;7031700
03.08.2023;8.480000;8.840000;8.210000;8.230000;8.230000;4053600
04.08.2023;8.240000;8.300000;8.000000;8.060000;8.060000;4031800
07.08.2023;8.080000;8.080000;7.290000;7.520000;7.520000;8355800
