Date;Open;High;Low;Close;Adj Close;Volume
30.08.2023;33.400002;34.959999;32.840000;34.740002;34.740002;294939
31.08.2023;34.919998;36.279999;34.799999;35.939999;35.939999;451200
01.09.2023;35.360001;35.939999;35.220001;35.439999;35.439999;105046
04.09.2023;35.400002;35.680000;34.980000;35.220001;35.220001;76974
05.09.2023;35.160000;35.500000;35.139999;35.320000;35.320000;59118
06.09.2023;35.200001;35.320000;34.779999;35.139999;35.139999;97200
07.09.2023;34.900002;35.180000;34.680000;34.740002;34.740002;90644
08.09.2023;34.680000;35.060001;34.439999;35.000000;35.000000;93778
11.09.2023;34.900002;36.000000;34.880001;35.680000;35.680000;85168
12.09.2023;35.500000;35.799999;35.340000;35.740002;35.740002;73556
13.09.2023;35.740002;35.740002;35.160000;35.400002;35.400002;90000
14.09.2023;35.439999;35.759998;35.180000;35.500000;35.500000;104315
15.09.2023;35.799999;35.959999;35.439999;35.840000;35.840000;153230
