Date;Open;High;Low;Close;Adj Close;Volume
31.07.2023;1861.755249;1875.629395;1851.915405;1856.162354;1856.162354;4391613314
01.08.2023;1856.190186;1873.029907;1817.920776;1871.792114;1871.792114;7634860636
02.08.2023;1873.468140;1877.511475;1822.348267;1839.089722;1839.089722;6448512422
03.08.2023;1838.897949;1856.407593;1825.347778;1835.136475;1835.136475;4710581074
04.08.2023;1834.890503;1847.912231;1817.413818;1827.712891;1827.712891;4861242484
05.08.2023;1827.798584;1836.464844;1824.807983;1834.987915;1834.987915;2866049749
06.08.2023;1834.845215;1836.248901;1824.986694;1827.462036;1827.462036;2963395076
07.08.2023;1827.239502;1842.522583;1804.716675;1826.938843;1826.938843;5837881974
08.08.2023;1826.931030;1873.847168;1824.430054;1855.807373;1855.807373;5812855406
09.08.2023;1855.779419;1869.736572;1845.489746;1854.297607;1854.297607;5870081833
10.08.2023;1854.348267;1863.310913;1845.442261;1850.753418;1850.753418;3760304518
11.08.2023;1850.741699;1855.066040;1839.569214;1847.124390;1847.124390;3353025102
12.08.2023;1847.171997;1852.281006;1845.719238;1848.889893;1848.889893;2291124840
13.08.2023;1849.053833;1859.916382;1834.804321;1839.280151;1839.280151;3054625661
14.08.2023;1839.323486;1853.836304;1834.800415;1844.185791;1844.185791;4083364724
15.08.2023;1844.164185;1845.547607;1816.325073;1826.932739;1826.932739;4483923893
16.08.2023;1827.036377;1829.361206;1798.966675;1805.659058;1805.659058;4976573383
17.08.2023;1805.567383;1807.714844;1551.713257;1684.933472;1684.933472;14208462072
18.08.2023;1682.038452;1698.124268;1644.930908;1660.945068;1660.945068;9645084584
19.08.2023;1660.844360;1693.228149;1654.075806;1669.471924;1669.471924;4871231360
20.08.2023;1669.587769;1692.328735;1662.901489;1684.852051;1684.852051;4105056995
21.08.2023;1685.022339;1685.082642;1651.959839;1667.269043;1667.269043;5077248383
22.08.2023;1667.279297;1668.638672;1596.384033;1633.892578;1633.892578;7244623133
23.08.2023;1634.401733;1696.593994;1629.581055;1679.274414;1679.274414;7191868448
24.08.2023;1679.248291;1682.489746;1641.627075;1659.944580;1659.944580;5104531920
25.08.2023;1660.269897;1671.970703;1635.967407;1652.935059;1652.935059;5396997823
26.08.2023;1652.927246;1654.777710;1643.712646;1646.306763;1646.306763;2423247747
27.08.2023;1646.271973;1659.267090;1645.902832;1657.513062;1657.513062;2624065031
28.08.2023;1657.439819;1659.328735;1627.446777;1652.457397;1652.457397;4855588534
29.08.2023;1652.274170;1742.637329;1639.576172;1729.725708;1729.725708;11304916729
30.08.2023;1729.676636;1730.564697;1697.147217;1705.112183;1705.112183;5023904190
31.08.2023;1705.364502;1720.011963;1634.850952;1645.639160;1645.639160;6593153505
01.09.2023;1645.581299;1653.531738;1603.034180;1628.491211;1628.491211;6104510092
02.09.2023;1628.559692;1644.030640;1627.976074;1637.025391;1637.025391;2943590996
03.09.2023;1637.043579;1645.645142;1626.089233;1636.117676;1636.117676;3151878318
04.09.2023;1635.724731;1642.653198;1618.523682;1629.655273;1629.655273;3887968912
05.09.2023;1629.911011;1645.948364;1610.141235;1633.629395;1633.629395;4417491902
06.09.2023;1633.912109;1656.932739;1611.147705;1632.252319;1632.252319;4987397046
07.09.2023;1632.262817;1657.303711;1623.220459;1647.598267;1647.598267;4907290296
08.09.2023;1647.807617;1657.136353;1617.796509;1636.137817;1636.137817;4598495496
09.09.2023;1636.050415;1636.870728;1629.660889;1635.162354;1635.162354;2081625742
10.09.2023;1635.211670;1635.433105;1604.040527;1616.828857;1616.828857;4339499949
11.09.2023;1616.769775;1618.305786;1533.426758;1551.637695;1551.637695;7693700923
12.09.2023;1551.497803;1619.114014;1549.493774;1592.429443;1592.429443;6813819740
13.09.2023;1592.892334;1615.050293;1582.217529;1607.988525;1607.988525;4979469106
14.09.2023;1608.031616;1640.522705;1607.735352;1626.974365;1626.974365;5538958553
15.09.2023;1626.870117;1652.113159;1613.248657;1641.640381;1641.640381;4348584771
16.09.2023;1641.446411;1649.988647;1632.577881;1635.221680;1635.221680;2819575929
17.09.2023;1635.005615;1635.005615;1621.860352;1631.661743;1631.661743;2698584064
