Date;Open;High;Low;Close;Adj Close;Volume
31.07.2023;159.960007;160.639999;158.910004;159.860001;159.293716;4344400
01.08.2023;159.949997;160.449997;158.960007;159.110001;158.546371;3927500
02.08.2023;158.529999;160.429993;158.529999;159.220001;158.655991;4220000
03.08.2023;159.020004;159.500000;158.509995;159.259995;158.695831;4400900
04.08.2023;159.759995;160.250000;157.960007;158.339996;157.779099;4754000
07.08.2023;159.500000;161.210007;159.110001;160.490005;159.921494;4756300
08.08.2023;160.990005;161.619995;159.509995;160.649994;160.080917;3672500
09.08.2023;160.910004;162.100006;160.710007;160.910004;160.339996;4403200
10.08.2023;160.789993;161.750000;160.029999;160.259995;160.259995;5056500
11.08.2023;160.550003;161.830002;160.100006;161.199997;161.199997;4730400
14.08.2023;162.000000;162.779999;159.179993;160.000000;160.000000;6937900
15.08.2023;159.539993;160.789993;158.919998;159.179993;159.179993;4853100
16.08.2023;159.880005;160.970001;158.369995;159.259995;159.259995;8993600
17.08.2023;160.899994;161.139999;155.020004;155.690002;155.690002;17871400
18.08.2023;155.309998;159.669998;155.309998;157.929993;157.929993;9316300
21.08.2023;157.630005;158.839996;157.039993;157.509995;157.509995;5226400
22.08.2023;156.970001;157.309998;156.240005;157.009995;157.009995;5557500
23.08.2023;156.610001;158.399994;156.509995;158.100006;158.100006;4736800
24.08.2023;158.130005;159.229996;156.820007;156.889999;156.889999;4677700
25.08.2023;157.179993;158.039993;156.539993;157.820007;157.820007;4089000
28.08.2023;157.860001;158.830002;157.860001;158.720001;158.720001;3957000
29.08.2023;159.000000;160.229996;158.860001;160.050003;160.050003;4234100
30.08.2023;160.399994;161.289993;159.919998;161.199997;161.199997;3655900
31.08.2023;161.119995;162.990005;160.960007;162.610001;162.610001;6527600
01.09.2023;162.869995;162.960007;160.149994;161.570007;161.570007;4183500
05.09.2023;161.850006;162.800003;160.179993;160.270004;160.270004;5069800
06.09.2023;160.399994;162.169998;159.910004;161.470001;161.470001;4864900
07.09.2023;162.000000;163.479996;161.490005;163.470001;163.470001;6373600
08.09.2023;163.479996;163.860001;163.070007;163.770004;163.770004;4222400
11.09.2023;164.000000;164.479996;163.660004;164.339996;164.339996;3970700
12.09.2023;164.500000;164.929993;164.039993;164.520004;164.520004;3919100
13.09.2023;164.929993;165.850006;164.369995;164.559998;164.559998;4788100
14.09.2023;165.000000;165.740005;164.410004;165.250000;165.250000;4974600
